1199   2   6266666666   36666   1   2   2   1   0   2   0   2   3   2   4   5   2   4   2   3   8   2   3   2   3   2   3   2   4   2   1   2   2   2   2   2   2   2   2   3   2   1   2   2   2   3   4   3   1   1   2   4   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   1   2   2   2   2   1   2   3   4   1   3   1   2   2   2   1   2   1   1   2   8   2   1   3   1   4   3   1   4   4   4   1   4   2   2   4   3   1   4   4   1   4   3   1   4   1   3   4   4   4   5   5   4   5   3   5   1   3   5   2   2   2   2   2   2   2   1   2   2   2   2   1   2   26666666666666666   4   1   2   1   16666   7   7   2   3   2   2   4   1   5   5   3   2   2   2   2   2   1   3   1   2   2   2   1   1   3   3   1   1   7   1   2   2   3   3   2   2   3   3   326666   2   4   5   5   4   4   4   4   25111 8611411626 41   1   2   7 66   6611115511   2   222 6 16 1666666666 6 96621   2   6   61   66615551222222222222122222211 71   1   1   1   2   1   1 5   2   6   6   6   6   6   6   6   6   612   3   1112222141222121212 521 32  3  4320190.5790768810,7281807031166450.3654657740,313220378
 884   1   8266666666   36666   2   2   166666666   2   0   2   2   2   5   4   1   4   4   3   9   2   2   3   3   2   3   3   4   2   1   2   2   2   2   2   2   2   2   3   2   2   2   2   1  10   3   2   1   2   1   3   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   1   6   1   1   2   1   2   2   2   2   3   3   3   4   1   2   2   2   1   1   1   1   2   7   3   3   4   3   1   2   1   4   3   3   1   4   3   1   4   4   1   4   4   1   4   2   2   4   1   4   4   4   4   5   5   3   2   3   2   6   6   6   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   2   1   4   1   1   1   26666   1   2   2   2   4   3   4   4   2   1   2   2   2   2   1   1   1   1   3   1   2   3   4   3   1   1  10   1   2   2   3   4   3   2   1   4   31   26666   4   3   4   3   3   3   3   37112 7211111626 41   1   2   7 16   6666115511   6   611 1 52 56611666 466 61621   1   2   11   66616422222221222122122222212 91   1   2   1   1   1   2 4   2   6   6   6   6   6   6   6   6   632   3   2221231121222121213 633 36  3  4320190.3425389032,2156855611155170.4633797731,366775576
1271   4   61   1   0   36666   2   2   166666666   2   0   3   3   3   3   3   3   3   3   3   4   1   2   2   2   2   4   4   3   2   1   2   2   2   2   2   2   2   1   3   2   2   2   1   2   7   2   1   1   1   1   3   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   2   2   2   2   2   2   1   3   3   1   4   1   2   2   2   1   1   1   1   1   6   2   5   5   3   2   3   3   4   3   2   3   4   3   2   4   3   3   4   2   3   4   2   3   4   3   2   4   3   5   5   5   4   5   5   5   6   6   6   2   2   2   2   2   2   2   1   2   2   2   1   2   2   26666666666666666   2   4   4   1   2   166666666   7   4   4   3   3   3   5   5   2   5   2   2   2   2   1   4   1   1   3   1   1   2   1   2   4   1   5   2   2   1   1   4   4   1   2   4   21   26666   3   5   5   3   5   3   3   25300 0021211626 41   1   2   7 66   6611 622 7   2   222 6 16 5666666666 2106621   1   1   11   666142221222222222221222222 6 22   1   1   2   2   2   2 3   2   6   6   6   6   6   6   6   6   612   3   2222322111222121222 535 51  5  6320190.0405409430,6234149412155210.0253026470,552946325
 982   2   4266666666   36666   2   2   166666666   2   0   4   4   4   2   4   3   4   2   4   4   2   1   1   2   2   3   2   2   2   1   2   2   2   2   2   2   2   4   2   2   1   2   1   2  10   4   4   1   1   1   4   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   2   2   1   2   1   2   2   3   4   1   4   2   2   2   2   1   1   1   1   2   6   2   2   6   3   2   1   3   4   4   1   3   4   3   2   4   1   4   4   1   4   4   1   3   4   2   2   4   2   4   5   5   5   3   4   3   1   2   6   2   2   2   2   2   2   2   1   1   2   2   2   2   2   26666666666666666   2   1   1   1   2   1   8   9  11   2   3   3   3   2   4   4   4   5   2   2   2   2   1   3   1   1   2   2   1   4   3   3   1   1   5   1   1   1   2   2   3   3   4   3   326666   2   2   5   5   5   3   3   3   45111 7621311626 41   1   2   7 66   6611104511   2   222 6 16 9616666666 6 96621   1   2   11   66615512222222212222122221212101   1   1   2   2   2   1 4   2   6   6   6   6   6   6   6   6   612   4   1112234231222122113 423 32  3  3320190.0773374620,75999463 2166350.0396875140,598660727
1034   2   6266666666   36666   2   1   2   2   0   2   0   2   2   2   2   5   2   3   2   3   8   2   2   2   2   3   1   2   2   199999999999999999999999999996666   1   2   2   2   2   2   1   7   2   2   2   1   2   4   1   6   2   2   2   2   2   1   2   2   2   2   2   1   1   2   2   2   2   2   1   2   7   3666666666666   2   2   1   2   1   2   2   3   4   26666   1   2   2   2   1   1   3   8   3   7   3   2   3   2   3   2   4   4   3   16666   4   16666   4   16666   4   16666   4   16666   2   36666   3   4   4   5   5   3   5   3   5   5   2   3   1   1   2   2   2   2   2   2   1   2   2   2   2   2   26666666666666666   2   3   1   2   1  10   3   9   2   1   3   3   3   3   4   4   3   2   2   2   2   2   1   3   2   1   3   1   1   3   3   3   1   1   8   1   2   2   2   3   3   3   3   3   326666   2   3   5   3   3   3   3   3   44111 872 911626 13   6   6  66 16   6666115666   6   61666 52666611666 566112611   2   6   62   66622452212222222122222222210 91   1   1   2   2   2   2 3   2   6   6   6   6   6   6   6   6   613   3   2121134443122211212 522 36  3666120190.0359052210,3062068152133440.0361808580,237759878
 138   2   6266666666   36666   2   2   166666666   2   0   1   3   3   4   5   2   4   3   3   2   2   2   2   1   3   3   3   2   2   1   2   2   2   2   2   1   3   4   2   2   1   2   1   2   8   2   1   3   3   3   2   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   1   2   2   2   1   1   2   3   3   3   4   1   2   2   2   1   3   1   1   2   6   2   3   3   2   3   3   3   4   2   3   2   4   1   4   4   4   1   4   4   1   4   3   2   2   3   2   3   4   5   5   5   4   4   4   4   4   4   4   2   2   1   2   2   2   2   2   2   2   2   2   2   2   16666666666666666   1   2   2   1   3  10   6   6  10   2   3   3   3   3   5   5   2   5   2   2   2   2   1   3   3   2   3   4   2   1   4   4   2   1   8   2   3   2   3   3   2   1   2   4   21   26666   3   4   4   5   3   3   5   28111 9711413626 73   6   6  66 66   6616 41666   2   62666 866626666666666 76611   2   6   61   666142322211121212221222222 9 71   1   2   1   1   2   2 4   1   2   2   2   2   2   2   1   2   212   4   2221212214222111211 932 20  266612019  0.11334870,7043721691166180.1555443060,528165829
 415   2   61   1   0   36666   2   2   166666666   2   0   2   1   1   3   4   2   4   3   2   6   2   2   2   2   2   4   3   3   2   1   2   2   2   2   1   1   2   1   3   2   2   2   2   1   2   1   1   1   2   2   3   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   1   2   1   1   2   2   2   2   4   1   4   1   2   2   2   1   2   1   1   2   7   2   1   4   3   3   2   3   4   4   3   2   4   1   3   4   4   1   4   3   1   4   3   1   4   2   2   4   2   3   1   5   4   5   4   4   4   5   5   2   2   2   1   2   2   2   2   2   2   2   1   2   2   26666666666666666   4   3   4   3   46666  116666   16666   3   2   3   3   2   4   4   5   2   2   2   2   1   3   1   2   2   2   1   3   3   2   1   1   9   2   1   3   2   2   2   4   1   1   326666   1   4   3   3   3   3   3   2   35300 0011232126 41   1   2   7 66   6361104410   1   212 7 62 566223 6 166 11621   1   2   21   666155112222212121221112212 8 41   1   2   1   2   1   2 4   2   6   6   6   6   6   6   6   6   632   2   1422244131122212113 822 66  6  5320190.0974627280,5567510431355350.0492967080,798019072
1560   2   3266666666   36666   2   1   2   3   0   2   0   4   4   4   3   3   3   3   4   3   3   1   2   2   2   2   2   3   1   2   2   1   2   2   2   2   2   2   4   2   2   2   2   1   2   9   3   2   2   2   2   4   1   6   2   2   2   2   2   1   2   2   2   2   2   1   1   2   2   2   2   2   1   2   9   4666666666666   2   2   2   2   2   2   1   2   3   1   4   1   2   2   2   1   2   1   7   1   6   2   1   6   2   3   3   4   4   4   16666   3   26666   3   36666   3   16666   4   16666   3   46666   4   4   5   5   5   5   5   4   1   4   4   4   2   2   2   2   2   2   2   1   1   2   2   2   2   2   2   56666   5   5   3   4   4   1   3  1166666666  12   7   3   2   3   1   5   5   5   2   2   2   2   2   1   4   1   1   2   1   3   4   4   4   1   1   0   1   2   3   2   3   3   3   3   2   326666   2   6   6   6   6   6   6   6   47211 2321133226 52   4   2   2 16   6666 72666   6   61666 51666611666 266114621   1   3   23   2 4162521222222221222222222 7 31   2   2   2   2   2   2 2   2   6   6   6   6   6   6   6   6   633   3   2222812115122211314 525 41  4666220190.3458868440,3447635632244370.3901054970,334127996
 352   2   8266666666   36666   2   1   2   1   0   2   0   1   2   2   3   3   3   4   3   3   6   2   2   2   2   3   4   3   3   2   1   2   2   2   2   2   2   3   2   3   2   2   2   1   2   6   1   2   3   2   3   2   1   6   2   2   2   1   2   2   2   1   2   1   1   2   1   2   2   2   2   2   1   3   5   3   1   6   1   1   1   1   2   2   1   2   2   5   1   4   2   2   2   2   1   1   1   7   2   7   2   1   5   3   3   3   3   4   4   3   2   4   1   1   4   4   1   4   4   1   4   3   2   4   2   4   4   4   1   5   5   4   5   4   5   6   6   6   1   2   2   2   2   2   2   2   1   2   2   2   2   2   26666666666666666   3   2   1   1   1  11   7   7   1   4   3   2   3   3   4   4   4   4   1   2   2   2   2   3   2   2   1   1   1   3   4   4   1   1   6   2   2   2   2   2   3   3   3   3   326666   1   2   4   3   3   3   3   3   32111 6411111626 41   1   2   7 16   6666 622 6   6   611 1 52 66611666 266 14621   1   3   12   66615512221222212122222222213101   1   2   2   2   2   2 4   2   6   6   6   6   6   6   6   6   612   4   1221214222222111112 331 61  6  5320190.1761944841,3868682691144220.2004823241,611533113
 812   1   4266666666   36666   2   2   166666666   2   0   1   2   2   49999   4   4   2   3   5   2   2   2   2   2   2   3   3   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   5   3   3   1   1   2   3   1   6   2   2   2   2   2   1   1   2   2   2   2   2   1   2   2   2   2   2   1   2   7   4   1   6   1   2   2   1   1   2   2   2   2   3   3   3   1   2   2   2   1   2   2   7   2   7   2   2   3   3   2   3   3   3   3   1   3   4   1   4   4   1   4   4   1   4   4   1   3   4   3   2   4   3   4   5   5   4   4   3   3   6   6   6   2   2   2   2   2   2   2   1   1   2   2   2   2   2   26666666666666666   3   3   3   1   3  10   7   7   9   6   2   2   3   3   3   3   3   2   1   2   2   2   2   2   2   2   1   1   1   1   2   2   1   1   5   2   2   2   2   1   1   1   3   3   31   26666   2   3   3   3   2   2   2   26300 0021011626 41   1   2   7 16   6666 723 9   6   61777 4166661166666 6 76621   1   2   11   666165121222222221122222222 9 51   2   1   1   1   2   2 3   2   6   6   6   6   6   6   6   6   632   3   2121222112222121214 522 46  466632019 0.221090950,9672904872144260.1838069321,442677027
 807   1   5266666666   36666   2   2   166666666   2   0   2   4   4   3   5   4   5   4   2   2   2   2   3   2   3   4   4   3   4   1   1   2   2   2   2   2   3   3   2   2   1   1   2   2   8   1   1   1   1   2   4   1   6   2   2   2   2   2   1   2   2   2   2   2   1   1   2   2   2   2   2   1   4   8   4   366666666   1   2   2   2   2   2   2   2   5   3   4   1   2   2   2   1   6   1   1   3   7   2   3   4   2   3   4   4   4   4   3   2   4   2   2   4   4   1   4   4   1   4   3   1   3   3   4   4   4   5   5   5   5   5   5   5   6   6   6   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   3   1   5   1   3   3   4   1   1   1   96666   9   2   3   2   2   1   5   5   4   4   2   2   2   2   1   3   2   1   4   2   1   1   4   4   1   1   1   1   2   1   2   3   3   2   3   4   41   26666   1   5   4   3   5   5   3   4111110811011626 41   1   2   5 16   6666 722 7   6   611 1 52 36611666 266 44643   1   2   33   2 424332122222222122221222210 42   1   1   2   2   2   2 3   1   2   1   2   2   2   2   2   2   241   2   2322212214222211322 633 61  6  5420191.5003600860,92774796 1144311.3121205360,789177319
1216   2   9266666666   36666   2   1   2   2   0   2   0   2   4   4   4   4   2   4   2   4   8   2   2   2   2   2   3   2   3   4   1   1   2   2   2   2   1   2   1   3   2   2   2   2   1   6   1   1   3   3   3   3   1   6   2   2   2   2   2   1   2   2   2   2   2   1   1   2   2   2   2   2   1   4   8   4   1   6   1   2   2   2   2   2   2   1   2   4   5   4   1   2   2   2   1   4   1   8   1   7   5   2   2   4   4   4   3   4   4   4   1   3   4   1   4   3   1   4   4   3   4   2   1   3   2   2   3   4   1   5   5   3   4   3   4   3   3   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   1   3   3   3   4   4   1   2   166666666   9   6   2   2   2   1   1   2   2   4   2   2   2   2   1   2   2   2   1   1   1   1   2   2   1   1   7   2   2   2   3   4   2   1   3   2   326666   1   4   4   3   4   1   1   4   26300 001 711626 31   3   2   4 16   6666 723 9   6   611 1 52 56611666 266 11643   1   2   32   66615312222221212122221222211 51   1   1   2   2   2   2 4   2   6   6   6   6   6   6   6   6   622   3   2222111112222122123 723 66  6  4420190.4510505161,0200612831122260.7560383021,925416942
1469   2   3266666666   36666   2   1   2   1   0   2   0   3   3   3   3   4   3   4   3   2   6   2   2   2   2   3   2   3   2   199999999999999999999999999996666   1   3   2   2   2   2   1   3   3   2   1   1   2   4   1   6   2   2   2   2   2   1   2   2   2   2   2   1   2   2   2   2   2   2   1   2   5   3666666666666   1   2   2   2   1   1   2   3   4   26666   1   2   2   2   1   1   1   7   2   7   3   1   3   3   3   3   4   4   4   16666   4   16666   4   16666   4   36666   4   16666   4   36666   4   3   4   5   5   5   5   4   5   6   6   6   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   3   1   3   1   3   9   3   1  12   3   2   2   3   1   4   4   4   5   1   2   2   2   2   2   1   1   2   2   2   2   2   2   1   1   3   1   3   3   3   3   3   3   2   2   326666   2   3   4   4   4   3   3   4   211111081 611626 13   6   6  66 16   6666115666   6   61666 52666611666 566 73611   2   6   63   2 421432122222222122222222210 91   1   1   2   1   2   2 4   2   6   6   6   6   6   6   6   6   622   2   2322215224222121312 524 36  3666120190.0803440290,4678179071122410.1263183280,466624015
  96   2   8266666666   36666   1   2   2   1   0   2   0   2   2   1   3   4   2   4   3   3   6   2   2   2   2   2   3   2   3   199999999999999999999999999996666   2   2   2   2   2   2   1   5   3   3   1   2   2   4   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5666666666666   1   2   1   2   2   1   2   2   2   16666   1   2   2   2   1   2   2   1   2   7   2   3   6   2   1   3   3   4   3   16666   4   16666   4   16666   4   16666   4   16666   4   16666   4   4   1   5   5   3   4   3   5   6   6   6   2   2   2   2   2   2   2   1   2   2   2   2   2   2   16666666666666666   1   3   3   1   1   1   2   1  11   1   2   2   2   1   4   4   4   1   2   2   2   2   1   4   1   1   1   1   1   2   2   2   1   1   5   1   2   2   2   3   3   3   3   3   31   26666   2   4   3   4   3   3   3   48111 9711411626 73   6   6  66 66   6616104666   2   62666 56666666666 566114611   1   1   11   666153222222212222221222222 9 81   1   1   2   2   2   2 3   1   2   2   2   2   2   2   2   2   113   3   1122322131222121211 522 36  366612019 0.382545910,7946796911166380.2937049230,505300011
1054   2   8266666666   36666   2   1   2   2   0   2   0   3   2   3   4   5   2   5   2   3   9   2   2   3   3   2   2   2   4   2   1   2   2   2   2   2   1   2   2   3   2   2   2   2   1   3   3   2   1   2   2   3   66666   2   2   2   2   2   1666666666666666666666666666666666666666666666666666666666666   5   666666666   1   2   2   2   2   1   2   4   5   3   4   1   2   2   2   1   3   2   1   3   7   2   2   5   3   4   3   3   3   3   4   1   4   3   2   4   4   1   4   4   1   4   3   2   4   1   3   3   3   2   5   5   4   5   3   5   6   6   6   1   2   2   1   2   1   2   2   1   2   2   2   1   2   26666666666666666   2   1   3   3   2   1   7   7   2   3   2   3   3   1   5   5   5   5   2   2   2   2   1   2   1   1   1   1   1   2   3   2   1   1   1   1   3   3   2   2   3   3   1   2   426666   2   2   4   4   4   2   3   4   42120 0011311626 41   1   2   7 66   6611 931 5   2   222 6 56 66666666 466113621   2   6   61   66615512222222112222122222210 61   1   1   1   2   1   2 3   2   6   6   6   6   6   6   6   6   612   4   1121221332222111312 422 47  4  5320190.2398946020,6351368461166320.1536021220,348524653
