"UID_ANONYM_COVID","coco7_q02mod","coco7_Q214","coco7_q04","coco7_Q215","coco7_Q216","coco7_q09","coco7_q16","coco7_q17","coco7_q18","coco7_q19","coco7_q20","coco7_q21","coco7_q22","coco7_q23","coco7_q24mod_1","coco7_q24mod_2","coco7_q24mod_3","coco7_q24mod_4","coco7_q24mod_5","coco7_q24mod_6","coco7_q24mod_7","coco7_q24mod_8","coco7_q25","coco7_q32mod","coco7_q37_recod","coco7_q38","coco7_q40","coco7_q32CONJOINT","coco7_q133_recod","coco7_q134mod","coco7_q47mod","coco7_q52_1","coco7_q52_2","coco7_q52_3","coco7_q52_4","coco7_q119120_1","coco7_q119120_2","coco7_q119120_3","coco7_q119120_4","coco7_q119120_5","coco7_q119120_6","coco7_q119120_7","coco7_q119120_8","coco7_q119120_9","coco7_Q217","coco7_q54_1","coco7_q54_2","coco7_q54_3","coco7_q54_4","coco7_q54_5","coco7_q54_6","coco7_q54_7","coco7_q54_8","coco7_q54_bis_1","coco7_q54_bis_2","coco7_q54_bis_3","coco7_q54_bis_4","coco7_q54_bis_5","coco7_q54_bis_6","coco7_q54_bis_7","coco7_q59_1","coco7_q59_2","coco7_q59_3","coco7_q59_4","coco7_q59_5","coco7_q59_6","coco7_q59_7","coco7_q59_8","coco7_q59_9","coco7_q60_1","coco7_q60_2","coco7_q60_3","coco7_q60_4","coco7_q60_5","coco7_q60_6","coco7_q61_10","coco7_q61_11","coco7_q61_12","coco7_q61_13","coco7_q61_14","coco7_q61_15","coco7_q62mod","coco7_q63mod","coco7_q64mod","coco7_Q218_CORR","coco7_q113mod","coco7_q114mod","coco7_q67","coco7_q79","coco7_q68","coco7_q97","coco7_q71","coco7_q72","coco7_q73","coco7_q74","coco7_q77","coco7_Q219","coco7_Q220","coco7_Q221","POIDS_INIT","PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","POIDS_coco7","PDSPLT_coco7","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","eayy_VAGUE_doc"
824,3,2,3,1,4,3,4,5,2,4,2,3,1,2,1,2,2,2,2,2,2,6666,1,6,6666,6666,6666,6,6666,6666,2,5,5,5,5,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,3,8,2,1,4,3,1,2,2,4,4,3,4,6,6,6,3,2,3,4,3,3,4,1,5,3,1,4,3,2,2,2,1,3,3,0.053407794,"0,760694324",1,1,6,6,4,8,0.037071409,"0,264562819",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,5,11,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,1,1,6,66,1,6,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,1,1,2,1,1,5,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,1,1,1,3,2,1,3,1,1,2,1,1,1,2,1,2,1,1,3,2,32,3,3,3,2019
1202,3,2,2,2,4,3,4,5,2,4,2,4,1,2,2,1,2,2,2,2,2,6666,2,1,6,2,3,6666,6666,6666,4,3,3,5,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,1,8,2,7,6,2,3,1,1,3,3,4,4,1,3,6,4,6,6,4,3,6,5,3,2,1,9,2,2,2,3,3,3,2,1,3,4,0.414802117,"0,773170315",1,1,3,3,4,1,0.429008459,"0,34588411",1,9,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,5,1,5,6,6,1,1,6,66,7,66,6,4,6,3,2,1,1,2,1,6,66,2,4,2,3,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,13,10,1,1,3,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,3,2,1,3,2,2,2,2,4,1,2,1,1,1,1,2,1,1,7,2,5,36,3,5,4,2019
536,2,2,3,1,2,3,5,5,2,4,2,3,1,2,1,2,2,2,2,2,2,6666,1,6,6666,6666,6666,6,6666,6666,2,5,5,5,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,2,7,3,3,5,3,1,1,2,4,4,3,3,6,6,6,4,2,3,8,3,3,3,2,5,2,2,2,3,3,2,3,1,3,4,0.591812912,"0,938652958",2,1,5,5,2,5,0.365345836,"0,76009947",2,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,7,2,5,11,2,2,2,2,6,4,6,5,6,6,6,6,6,66,66,4,11,6,6,2,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,9,1,1,1,1,2,2,2,4,1,2,2,2,2,2,2,2,2,1,3,2,3,1,3,2,2,3,3,5,2,2,1,2,2,2,1,2,2,1,1,1,3,2,2,46,4,3,3,2019
437,2,2,1,2,3,3,4,5,2,4,2,3,1,5,1,1,2,2,2,1,1,6666,3,1,6,3,6666,1,6,1,4,5,5,5,3,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,7,2,7,5,1,3,2,3,4,3,4,3,3,4,6,6,3,3,3,3,7,2,2,3,1,8,2,2,2,2,3,3,2,2,2,3,0.035905221,"0,449749275",1,1,4,4,4,4,0.036039785,"0,240260786",1,10,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,4,1,1,6,6,1,1,6,66,66,6,8,6,6,5,4,2,6,6,1,6,66,1,7,4,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,13,8,1,1,1,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,3,3,3,1,3,1,1,1,1,3,9,9,1,1,2,2,1,2,1,2,1,4,7,1,1,36,3,4,4,2019
493,2,2,3,2,3,3,5,5,2,4,2,3,1,2,1,2,2,2,2,2,2,6666,1,1,6,1,1,7,6666,6666,4,5,3,2,3,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,5,8,1,9,9,7,4,3,5,3,2,3,3,2,2,2,1,1,1,3,2,2,2,3,4,2,2,2,8,4,1,4,4,4,4,3,2,3,4,0.437420209,"1,274300925",1,3,2,2,1,1,1.108163938,"8,643555116",1,7,3,3,9,2,6,1,1,3,1,1,1,6,6,6,6,6,6,2,1,1,6,6,1,1,1,9,6,6,1,6,6,6,6,66,66,66,4,6,6,3,2,2,6,6,3,1,5,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,4,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,3,1,2,3,2,2,66,6,5,4,2019
257,3,3,1,2,3,3,4,4,2,5,2,3,1,5,1,1,2,2,2,1,1,6666,2,1,6,1,3,1,6,1,4,5,5,5,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,6,2,6,3,8,4,4,4,3,1,3,3,4,3,3,3,6,3,3,3,2,2,7,4,2,3,2,5,2,2,2,2,3,3,3,2,2,3,0.675762984,"0,470547559",2,1,3,3,3,5,0.62883923,"0,761796457",2,8,1,1,6,2,6,4,1,1,2,5,77,6,6,6,6,6,9,3,2,6,6,6,7,1,1,66,6,5,6,6,6,6,6,66,66,66,66,6,6,5,4,1,3,4,2,6,66,1,5,3,2,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,1,1,2,2,2,11,4,1,1,1,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,3,2,2,1,2,3,1,2,1,2,2,2,1,2,2,2,2,3,6,1,2,666,666,6,4,2019
503,2,2,2,1,4,3,3,4,2,3,4,3,1,1,6666,6666,6666,6666,6666,2,2,1,6666,6,6666,6666,6666,6666,6666,6666,4,5,3,4,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,3,7,2,2,5,2,2,2,3,4,4,3,3,6,3,6,6,1,3,7,2,3,3,2,8,1,2,2,3,3,3,3,2,3,4,0.25424459,"0,459941527",1,1,5,5,4,1,0.147107125,"0,079071299",1,12,1,1,6,2,6,7,2,3,2,4,6,6,6,6,1,6,11,5,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,5,66,8,4,6,1,1,2,6,6,1,6,66,2,3,4,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,11,9,1,1,2,1,2,1,1,3,1,2,2,2,2,1,2,2,2,2,1,3,3,2,2,2,2,2,4,5,4,4,4,2,2,2,1,1,1,2,1,2,5,2,1,36,3,666,1,2019
1470,3,3,3,1,4,3,4,4,3,4,3,3,1,2,1,2,2,2,2,2,2,6666,2,6,6666,6666,6666,6,6666,6666,3,3,4,3,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,2,6,2,3,4,2,3,2,1,4,3,3,1,6,2,6,6,2,3,3,3,3,1,1,5,4,1,2,2,3,2,3,2,2,3,2.099066113,"2,066758332",1,1,6,6,1,4,2.409536734,"1,188740933",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,4,1,3,9,2,2,2,2,6,8,6,1,2,6,6,6,6,66,66,66,1,6,6,1,1,1,2,1,1,6,66,1,5,5,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,11,10,1,1,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,3,1,1,2,2,1,2,1,1,9,1,2,2,2,1,2,2,1,1,2,3,4,1,20,2,5,1,2019
656,3,3,3,1,2,3,2,3,4,2,4,3,1,2,1,2,2,2,2,2,2,6666,4,6,6666,6666,6666,6,6666,6666,4,5,5,4,4,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,7,1,2,6,2,1,6,1,1,3,3,4,3,6,2,6,4,2,4,4,2,9,2,2,4,1,4,3,2,3,4,4,2,1,2,2,3,0.182335538,"0,294825446",2,1,6,6,3,7,0.121503189,"0,229054093",2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,10,4,5,11,2,2,2,2,6,5,6,1,6,6,6,6,6,66,5,66,7,3,6,1,1,2,6,6,1,6,66,2,4,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,10,1,1,1,1,2,1,1,4,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,1,3,3,5,5,3,3,2,2,1,1,1,2,1,1,1,1,2,2,36,3,3,1,2019
749,3,1,3,2,3,3,2,4,3,3,3,2,1,2,1,2,2,2,2,2,1,6666,4,1,6,2,2,1,6,1,4,5,5,4,4,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,8,2,5,2,1,4,3,3,3,4,4,4,1,6,6,6,1,6,4,2,7,1,5,4,1,3,2,2,2,4,4,3,2,2,3,4,0.096103265,"0,294825446",2,1,4,4,4,7,0.101926542,"0,256303006",2,10,1,1,6,2,6,5,1,3,2,99,1,6,6,6,6,6,11,5,2,6,6,6,1,1,1,5,1,5,6,6,1,1,6,66,7,66,6,3,6,3,1,1,2,2,2,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,77,99,3,1,1,2,2,2,1,4,2,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,7,3,3,36,3,6,4,2019
334,3,1,2,1,3,3,5,5,2,5,2,3,1,2,1,2,2,2,2,2,2,6666,2,6,6666,6666,6666,6,6666,6666,3,5,3,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,3,8,2,1,6,3,3,3,2,4,3,6,1,6,1,1,6,2,3,4,3,3,3,2,2,2,1,3,1,4,2,2,2,3,4,0.629971141,"0,91126031",1,1,6,6,2,4,0.471118167,"0,566250213",1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,1,5,2,2,2,2,6,5,6,2,6,6,6,6,6,66,3,66,2,4,6,2,1,1,2,1,1,6,66,1,3,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,5,2,1,1,1,2,1,2,4,1,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,3,2,2,2,2,1,2,2,1,1,2,1,2,1,1,10,2,2,47,4,5,3,2019
885,4,3,2,2,3,1,4,3,2,2,3,3,1,2,1,2,2,2,2,2,2,6666,2,3,6666,6666,6666,1,6,1,3,5,5,3,5,1,1,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,7,2,2,4,3,2,2,2,4,3,3,3,6,3,6,6,4,3,9,1,3,2,2,8,4,1,4,4,4,4,2,4,1,1,0.139938955,"0,426258132",1,1,5,5,3,4,0.090132905,"0,168441872",1,12,1,1,6,2,6,4,1,1,2,7,3,2,6,6,6,6,8,3,4,10,2,6,2,1,1,5,6,1,6,6,6,6,6,66,5,66,7,4,6,3,1,1,3,2,1,6,66,1,8,5,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,12,9,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,1,5,1,2,3,1,1,2,2,2,1,1,2,1,2,5,2,3,36,3,4,4,2019
44,3,2,1,2,3,3,4,5,2,4,2,3,1,4,1,1,2,2,2,1,2,6666,1,1,9999,6666,6666,1,9999,6666,4,5,4,5,3,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,1,7,2,6,2,2,3,2,2,3,3,4,3,6,6,6,6,3,6,3,3,6,4,4,4,2,2,3,1,2,4,2,2,2,1,3,4,0.045834388,"0,4340319",2,1,3,3,3,4,0.045060588,"0,524511619",2,8,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,5,2,5,6,6,1,2,1,5,3,66,7,4,6,5,4,2,6,6,2,6,66,1,6,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,3,46,4,3,4,2019
237,3,1,3,2,3,3,4,5,3,5,2,3,1,3,1,1,2,2,2,2,2,6666,2,1,6,2,2,1,6,2,4,5,4,5,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,8,2,7,4,1,4,2,2,3,2,4,3,2,1,6,3,1,6,4,2,6,3,5,4,1,8,3,1,2,4,4,3,3,2,4,4,0.38558104,"0,756494318",2,1,2,2,4,5,0.529894601,"1,091345032",2,7,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,11,5,4,10,6,6,1,1,1,5,2,5,6,6,1,1,6,66,4,66,4,3,6,3,2,2,6,6,2,6,66,1,7,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,12,9,1,1,1,1,1,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,2,2,1,2,1,3,1,1,2,2,1,1,1,2,1,3,7,3,2,46,4,4,4,2019
1608,2,3,2,2,4,3,4,4,2,4,2,3,1,2,1,2,2,2,2,1,1,6666,2,1,6,1,1,1,6,3,5,4,3,1,4,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,7,3,7,2,2,3,2,2,2,2,4,3,3,2,6,6,6,4,4,3,6,2,3,3,1,3,3,2,4,1,2,1,2,2,2,2,0.035905221,"1,01871653",1,1,4,4,4,8,0.039937456,"0,699600957",1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,9,6,5,1,6,6,6,6,66,66,66,1,6,1,3,1,1,2,2,1,6,66,1,7,4,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,13,9,1,1,2,1,1,1,1,4,2,6,6,6,6,6,6,6,6,6,1,2,3,1,3,2,1,1,3,5,2,2,1,2,2,2,1,1,2,1,1,1,0,2,1,10,1,3,4,2019
826,2,3,3,2,3,3,2,2,4,3,4,2,1,1,6666,6666,6666,6666,6666,2,2,1,6666,1,6,2,3,6666,6666,6666,3,4,5,5,3,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,8,3,7,2,2,4,3,3,2,4,4,4,6,3,6,3,6,3,4,1,8,2,3,1,2,7,2,2,2,3,3,2,3,1,2,3,0.192053945,"0,417690671",2,1,4,4,4,1,0.148887552,"0,201319443",2,9,1,1,6,2,6,1,2,3,2,2,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,11,3,6,1,1,2,6,6,2,6,66,2,2,3,4,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,2,2,2,1,2,5,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,3,2,1,36,3,666,1,2019
486,4,1,3,2,5,3,4,3,4,4,4,1,1,5,2,1,2,2,2,2,1,6666,3,3,6666,6666,6666,6666,6666,6666,3,5,5,5,5,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,6,1,1,1,6,3,2,5,2,1,3,4,3,4,6,6,6,1,2,6,1,1,8,5,6,3,2,8,4,1,2,2,2,2,3,2,3,3,1.235985644,"1,241443972",2,1,3,3,2,1,1.30325392,"1,499102619",2,9,1,1,6,2,6,1,3,6,6,66,7,2,6,6,1,6,7,2,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,88,11,6,6,6,4,2,6,6,3,1,5,2,9,4,4,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,6,1,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,2,2,4,2,2,1,2,2,2,1,4,2,2,2,1,2,2,3,2,4,5,3,5,55,5,666,2,2019
848,4,3,2,2,3,3,3,4,2,4,2,3,1,2,1,2,2,2,2,2,2,6666,2,6,6666,6666,6666,6,6666,6666,4,3,4,2,5,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,1,5,8,2,4,5,2,1,2,3,4,3,3,3,6,6,6,6,4,3,2,3,3,2,2,10,2,2,2,3,3,3,3,1,3,4,0.058232837,"0,645283281",2,1,5,5,3,2,0.032842113,"0,340961105",2,12,1,1,6,2,6,4,1,1,2,5,3,2,6,6,6,1,10,4,3,9,2,2,2,2,6,5,6,5,6,6,6,6,6,66,5,66,7,4,6,2,1,2,6,6,1,6,66,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,12,9,1,1,2,1,2,1,2,3,1,1,2,2,2,1,2,2,2,2,1,3,3,2,1,1,2,1,3,1,2,2,1,1,1,2,2,2,1,1,1,2,7,2,1,36,3,4,3,2019
1497,2,2,1,2,4,3,4,4,2,4,3,3,1,2,2,2,2,1,2,2,2,6666,2,8,6666,6666,6666,6666,6666,6666,4,3,5,3,5,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,7,2,5,5,2,2,3,1,4,3,1,3,3,6,6,3,2,3,7,3,3,2,2,8,3,2,3,4,4,2,3,2,3,3,0.36793359,"0,637477268",1,1,4,4,4,1,0.334031035,"0,261444046",1,9,1,1,6,2,6,1,3,3,9996,99,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,9,6,66,1,6,6,6,6,66,66,66,11,6,6,1,1,2,6,6,3,2,4,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,8,7,2,1,3,1,3,3,1,3,1,2,2,2,2,2,2,2,2,1,1,3,3,2,3,2,2,4,2,2,2,2,3,1,2,2,1,2,1,1,1,2,2,2,2,46,4,66,1,2016
696,3,2,2,1,1,3,3,5,2,3,2,4,1,2,2,2,2,2,1,2,2,6666,2,6,6666,6666,6666,6666,6666,6666,3,4,4,3,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,7,3,2,6,2,2,2,3,3,2,6,1,6,3,6,6,4,3,8,2,6,3,1,9,2,2,4,4,4,3,3,2,4,4,0.216337485,"0,423191034",2,1,6,6,4,1,0.104659485,"0,103297306",2,14,1,3,6,2,6,1,3,6,6,66,6,6,6,6,1,6,11,5,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,6,11,6,6,1,1,2,6,6,1,6,66,2,4,5,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,12,10,1,2,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,1,2,2,1,3,5,4,2,4,2,1,2,2,2,1,1,3,1,1,6,3,2,36,3,666,1,2019
706,2,2,2,2,3,3,3,3,3,3,4,3,1,2,2,1,2,2,2,2,2,6666,3,1,6,6666,6666,6666,6666,6666,3,3,4,5,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,6,7,6,9,5,9,8,7,8,3,2,3,3,4,3,6,4,6,6,6,6,4,3,7,2,5,3,1,8,2,2,2,3,3,2,2,1,9999,3,0.120196153,"0,887232597",2,1,4,4,4,1,0.093180648,"0,427630264",2,10,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,5,66,11,4,6,2,2,2,6,6,3,2,4,2,3,4,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,12,9,1,1,2,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,2,1,2,2,2,2,2,3,2,1,4,1,2,2,1,2,1,2,1,3,3,2,2,36,3,666,2,2019
1149,3,3,3,1,2,3,2,2,4,3,3,2,1,2,1,2,2,2,2,1,2,6666,5,6,6666,6666,6666,1,6,1,4,5,4,5,4,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,6,2,1,7,1,1,3,3,4,4,6,2,3,6,6,6,4,3,8,1,1,4,2,5,3,2,2,4,4,2,3,2,3,4,0.135619759,"0,514161911",2,1,5,5,4,1,0.067007395,"0,103880263",2,12,1,1,6,2,6,4,1,1,2,7,8,6,3,6,6,6,11,5,5,11,1,6,1,1,1,5,1,8,6,2,1,2,4,2,5,66,8,4,6,2,1,1,2,1,1,6,66,1,5,5,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,77,99,3,1,1,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,2,2,3,2,2,3,3,3,1,2,4,1,2,2,2,1,2,1,2,3,77,4,4,36,3,3,3,2019
1506,3,1,2,2,3,3,4,5,2,5,2,3,1,2,1,2,2,2,2,2,2,6666,1,6,6666,6666,6666,7,6666,6666,4,5,5,2,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,1,1,1,7,2,1,6,2,4,2,4,4,4,3,3,2,6,6,6,4,2,6,3,6,3,2,8,2,2,3,3,2,2,3,1,3,4,0.054549646,"1,335937438",1,1,4,4,1,4,0.100343145,"1,517267128",1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,3,6,1,5,1,1,4,6,2,1,2,7,1,1,3,6,6,1,1,6,66,66,5,6,6,6,3,1,2,6,6,3,2,4,2,3,3,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,5,1,2,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,3,4,1,1,1,4,2,1,2,2,2,1,2,1,2,8,2,2,51,5,5,4,2019
1183,4,3,1,2,5,3,5,5,1,5,1,2,1,2,1,2,2,2,2,2,1,6666,1,6,6666,6666,6666,6,6666,6666,5,5,5,5,4,1,2,2,1,1,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,3,1,6,8,1,1,1,4,3,1,1,2,3,3,3,6,6,3,6,1,3,0,3,3,1,2,9,4,1,4,4,4,4,3,3,1,1,0.035905221,"0,72343827",1,1,5,5,4,8,0.025453353,"0,208257531",1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,4,10,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,2,6,6,1,6,66,1,3,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,8,1,1,2,1,2,2,1,5,2,6,6,6,6,6,6,6,6,6,3,2,2,2,3,2,1,4,4,2,3,3,1,1,2,1,2,2,1,4,2,1,8,2,1,32,3,4,3,2019
